title,address,area,bedrooms,bathrooms,price,floors,street
phân lô giãn dân vỉa hè Chiến thắng 40m2 5 tầng mt 4m cực hiếm,"Quận Hà Đông, Hà Nội",40 m2,6 PN,4 WC,9 tỷ 600 triệu,5,Chiến Thắng
bán nhà đường Vạn phúc 48m2 5 tầng ô tô tránh cực hiếm hơn 8 tỷ,"Quận Hà Đông, Hà Nội",48 m2,6 PN,4 WC,8 tỷ 800 triệu,5,Vạn Phúc
Biệt thự Lô góc khu Đô thị Xa La chủ cần bán gấp 225m2 mặt tiền 13m,"Quận Hà Đông, Hà Nội",225 m2,6 PN,6 WC,48 tỷ,,Xa La
bán nhà chiến thắng đường 12m vải hè 40m2 mặt tiền 4m,"Quận Hà Đông, Hà Nội",40 m2,2 PN,1 WC,9 tỷ 200 triệu,,Chiến Thắng
bán đất dọc bún 1 50m2 c4 mt 4m vỉa hè 5m ô tô tránh,"Quận Hà Đông, Hà Nội",50 m2,1 PN,1 WC,11 tỷ 799 triệu,,Đất
phân lô 2 mặt đường kinh doanh Khu Văn quán 72m2 5 tầng mt 4.5m,"Quận Hà Đông, Hà Nội",72 m2,6 PN,4 WC,15 tỷ,5,Văn Quán
bán nhà liền kề bắc Hà - Mộ Lao Hà Đông 86m2 5 tầng cực hiếm,"Quận Hà Đông, Hà Nội",86 m2,5 PN,4 WC,18 tỷ 999 triệu,5,Bắc
siêu phẩm phâm lô Vạn phúc 50m2 mt 5m vỉa hè ô tô tránh,"Quận Hà Đông, Hà Nội",50 m2,5 PN,4 WC,13 tỷ 600 triệu,,Vạn Phúc
bán nhà mặt đường view Hồ 78m2 5 tầng mt 4.5m siêu hiếm khu Mộ Lao,"Quận Hà Đông, Hà Nội",78 m2,5 PN,4 WC,18 tỷ 600 triệu,5,
"PHÚ LÃM -HÀ ĐÔNG nhà  dân xây chỉ việc sách vali về ở,dt 35M HƠN 3TỶ","Quận Hà Đông, Hà Nội",35 m2,3 PN,2 WC,3 tỷ 749 triệu,3,Phú Lãm
"NHÀ SIÊU HIẾM! Đi bộ ra hồ Văn Quán, ô tô, ngõ to, Giá 5.3 tỷ","Quận Hà Đông, Hà Nội",30 m2,3 PN,2 WC,5 tỷ 300 triệu,3,Văn Quán
"Bán nhà Mậu Lương,  PHÂN LÔ, Ô TÔ ĐỖ CỬA VÀO NHÀ, 55MX5T, GIÁ 9.5 TỶ","Quận Hà Đông, Hà Nội",50 m2,6 PN,4 WC,9 tỷ 500 triệu,5,Mậu Lương
"Bán gấp BIệt Thự KĐT Xa La, vị trí đẹp siêu đỉnh, an sinh tuyệt vời","Quận Hà Đông, Hà Nội",228 m2,5 PN,5 WC,27 tỷ 500 triệu,,Xa La
"Bán nhà Quang Trung - Hà Đông, DT 35m, MT5.5m, Giá 3.55 tỷ, ở ngay","Quận Hà Đông, Hà Nội",31 m2,3 PN,3 WC,3 tỷ 550 triệu,55,Quang Trung
"Bán nhà Phố Phan Chu Trinh, ngay cạnh Bưu điện HĐ, 44mx4T, giá 11.5 ỷ","Quận Hà Đông, Hà Nội",44 m2,4 PN,2 WC,11 tỷ 500 triệu,4,Phan Chu Trinh
"Bán nhà đường Thanh Bình, Hà Đông, 42mx4T, MT4m, Giá 5,8 tỷ","Quận Hà Đông, Hà Nội",42 m2,2 PN,2 WC,5 tỷ 800 triệu,4,Thanh Bình
"Bán Liền kề PL Mậu Lương, vị trí đẹp, vỉa hè rộng, 62m x 4T, MT 5m","Quận Hà Đông, Hà Nội",62 m2,4 PN,4 WC,13 tỷ 500 triệu,4,Mậu Lương
"Bán Biệt thự KĐT Văn Phú, vị trí cực đẹp, vỉa hè rộng, an sinh đỉnh","Quận Hà Đông, Hà Nội",186 m2,5 PN,4 WC,24 tỷ 500 triệu,,Văn Phú
"Bán nhà MP Mậu Lương, KD sầm uất, vỉa hè, thang máy, 46m x 7 tầng","Quận Hà Đông, Hà Nội",46 m2,5 PN,5 WC,14 tỷ,7,Mậu Lương
"Bán LK KĐT Xa La, gần các bệnh viện lớn, 80m x 5T, MT 5m, giá hợp lý","Quận Hà Đông, Hà Nội",80 m2,5 PN,4 WC,15 tỷ,5,Xa La
"Bán LK khu PL Mậu Lương, Hà Đông, TK hiện đại, thang máy, 63m, 7 tầng","Quận Hà Đông, Hà Nội",63 m2,5 PN,6 WC,16 tỷ,7,Mậu Lương
"Bán nhà Trần Phú Hà Đông, 36m2 5 tầng, mua nhà tặng sân chung, 4.95 tỷ","Quận Hà Đông, Hà Nội",36 m2,4 PN,4 WC,4 tỷ 950 triệu,5,Trần Phú
"Bán nhà Vạn Phúc, Hà Đông: Nhà Phân Lô, 30m2 MT4m, Ô tô đỗ cửa, 3.7 tỷ","Quận Hà Đông, Hà Nội",30 m2,4 PN,4 WC,3 tỷ 700 triệu,7,Vạn Phúc
"Bán nhà Lê Hồng Phong, Cầu Đơ, 40m2, Lô góc nhiều sáng thoáng, 5 tầng,","Quận Hà Đông, Hà Nội",40 m2,5 PN,5 WC,7 tỷ 500 triệu,5,Lê Hồng Phong
"Bán nhà Chiến Thắng Hà Đông, 56m2, 5 tầng, Vỉa hè phân lô, Ô tô tránh.","Quận Hà Đông, Hà Nội",55 m2,6 PN,5 WC,19 tỷ 400 triệu,5,Chiến Thắng
"Bán nhà Trần Phú, Hà Đông, Văn Quán: 48m2, 5 tầng, Ô tô đỗ cửa, để ô c","Quận Hà Đông, Hà Nội",48 m2,4 PN,4 WC,6 tỷ 950 triệu,5,Văn Quán
"Bán nhà Phố Cổ Tô Hiêu, Hà Đông: 35m2, 5 tầng, F0 Dân tự xây, 5.65 tỷ.","Quận Hà Đông, Hà Nội",35 m2,4 PN,4 WC,5 tỷ 650 triệu,5,
"Bán nhà Ngã Tư Tô Hiệu, Nhuệ Giang, 45m2, 5 tầng, Vỉa hè, Phân lô,Ô tô","Quận Hà Đông, Hà Nội",45 m2,5 PN,5 WC,11 tỷ 250 triệu,5,Nhuệ Giang
"Bán nhà Phân Lô, Ô tô vào nhà, mặt tiền 4m 59m2 19/5 Hà Đông  7.9 tỷ","Quận Hà Đông, Hà Nội",59 m2,3 PN,2 WC,7 tỷ 900 triệu,9,
"Bán nhà Phân Lô, Vỉa hè, Ô tô đỗ tránh Chiến Thắng 40m2 Mặt tiền4m 7tỷ","Quận Hà Đông, Hà Nội",40 m2,2 PN,1 WC,7 tỷ,7,Chiến Thắng
"🏠 Bán nhà 5 tầng Chiến Thắng, Hà Đông, diện tích 14/24m2, giá 2.8 tỷ","Quận Hà Đông, Hà Nội",14 m2,3 PN,4 WC,2 tỷ 800 triệu,5,Chiến Thắng
"Bán nhà Trần Phú Hà Đông, ô tô vào cửa, 2 thoáng vĩnh viễn, 3 tầng, 40","Quận Hà Đông, Hà Nội",40 m2,4 PN,3 WC,5 tỷ 500 triệu,2,Trần Phú
"🏠 Bán nhà Hà Trì 3 tầng 41m2 giá 3.7 tỷ, nhà dân xây, hai thoáng","Quận Hà Đông, Hà Nội",38 m2,4 PN,3 WC,3 tỷ 700 triệu,3,Hà Trì
"Bán nhà Trần Phú Hà Đông ngõ nông ô tô tránh, 10m ra đường lớn, 46m2.","Quận Hà Đông, Hà Nội",46 m2,4 PN,4 WC,5 tỷ 700 triệu,,Trần Phú
"Bán nhà phân lô cực hiếm Chiến Thắng Hà Đông, 39m2 4 tầng","Quận Hà Đông, Hà Nội",39 m2,4 PN,3 WC,6 tỷ 800 triệu,4,Chiến Thắng
"Bán nhà Cấp 4 Đường Thanh Bình Hà Đông nhỏ tiền, Ngõ nông, nhỉnh 3 tỷ.","Quận Hà Đông, Hà Nội",30 m2,1 PN,1 WC,3 tỷ 200 triệu,3,Thanh Bình
"Bán nhà siêu đẹp Ngõ 61 Vạn Phúc Hà Đông. 44m2, 4 tầng, 5,5 tỷ. Nội th","Quận Hà Đông, Hà Nội",44 m2,4 PN,3 WC,5 tỷ 600 triệu,4,Vạn Phúc
"Bán nhà dân xây Thanh Lãm Hà Đông, 3 tầng 3 ngủ giá 2.6 tỷ. Lh: 076600","Quận Hà Đông, Hà Nội",30 m2,3 PN,2 WC,2 tỷ 600 triệu,3,Thanh Lãm
"Bán nhà Chiến Thắng Hà Đông: Vỉa hè, ô tô tránh, thang máy. 45m2, 9 tỷ","Quận Hà Đông, Hà Nội",40 m2,4 PN,4 WC,9 tỷ 300 triệu,9,Chiến Thắng
"Bán nhà hiếm đường 19/5 Hà Đông, 5 tầng lô góc 32m2, mặt tiền 6.6m","Quận Hà Đông, Hà Nội",32 m2,4 PN,5 WC,4 tỷ 400 triệu,5,
"Bán nhà ngã 3 Phùng Hưng, Tô Hiệu, 19/5 45m2 MT5m. Ô tô vào nhà. 7.x t","Quận Hà Đông, Hà Nội",45 m2,4 PN,4 WC,7 tỷ,,Phùng Hưng
"Bán nhà tt Báo Thanh Tra, Nguyễn Trãi Hà Đông, 40m2, 5 tầng, ô tô 10m","Quận Hà Đông, Hà Nội",40 m2,4 PN,4 WC,7 tỷ,5,Nguyễn Trãi
"Bán nhà dân xây đẹp Hà Trì 1, Hà Đông lô góc 50m2, 4 tầng, Giá 5,6 tỷ","Quận Hà Đông, Hà Nội",50 m2,6 PN,4 WC,5 tỷ 600 triệu,4,Hà Trì
"Bán nhà Cầu Đơ, Lê Hồng Phong, 35m2x5 tầng, An sinh tốt, ô tô 30m kinh","Quận Hà Đông, Hà Nội",35 m2,4 PN,4 WC,4 tỷ 850 triệu,5,Lê Hồng Phong
"Bán nhà dân xây Ao Sen Mộ Lao 36m2 x 5 tầng, đẹp long lanh, Ô tô 20m","Quận Hà Đông, Hà Nội",36 m2,4 PN,4 WC,5 tỷ 950 triệu,5,Ao Sen
"Bán nhà Lô góc Mặt phố Yên Bình - Phúc La 28m2 x5.4 tỷ, ô tô đỗ cửa","Quận Hà Đông, Hà Nội",28 m2,2 PN,2 WC,5 tỷ 400 triệu,4,
"Bán nhà Chiến Thắng 35m2 x 5 Tầng x 5.1 tỷ, phân lô, Nhìn ra hồ, ô tô","Quận Hà Đông, Hà Nội",35 m2,6 PN,4 WC,5 tỷ 100 triệu,5,Chiến Thắng
"Bán nhà Ao Sen Mộ Lao 40m2 x 5 tầng, mặt tiền 4m, kinh doanh sầm uất,","Quận Hà Đông, Hà Nội",40 m2,5 PN,4 WC,11 tỷ 200 triệu,5,Ao Sen
"Bán nhà Phân Lô mặt Phố Văn Quán - Dương Lâm, Ô tô đỗ cửa, kinh doanh","Quận Hà Đông, Hà Nội",75 m2,5 PN,4 WC,13 tỷ 900 triệu,,Văn Quán
"Bán nhà Lô góc ba thoáng tại Chiến Thắng, Văn Quán, Vỉa hè, Ô TÔ","Quận Hà Đông, Hà Nội",50 m2,8 PN,8 WC,8 tỷ 500 triệu,,Chiến Thắng
"Bán nhà ngõ thông Bà Triệu, Lê Lợi, Phố cổ Hà Đông, 5 tầng, ô tô đỗ","Quận Hà Đông, Hà Nội",35 m2,4 PN,4 WC,7 tỷ 600 triệu,5,Bà Triệu
"Bán nhà Ngõ 181 Trần Phú, Hà Đông, THANG MÁY, 51m2 x 5 tầng x 7m","Quận Hà Đông, Hà Nội",56 m2,4 PN,4 WC,8 tỷ 900 triệu,181,Trần Phú
"Bán nhà Lô Nguyễn Công Trứ Hà Đông 80m2, mặt tiền 7.5m, Ngõ thoán","Quận Hà Đông, Hà Nội",80 m2,3 PN,2 WC,9 tỷ,,Nguyễn Công Trứ
Bán nhà lô góc thoáng sáng 35m2 x 5 tầng Ngô Thì Nhậm Nguyễn Viết Xuân,"Quận Hà Đông, Hà Nội",35 m2,4 PN,4 WC,5 tỷ 750 triệu,5,Ngô Thì Nhậm
"Bán nhà Chiến Thắng Hà Đông, Có Gara Ôtô, Gần 4 trường ĐH, 45m2, 5tầng","Quận Hà Đông, Hà Nội",45 m2,4 PN,3 WC,10 tỷ 500 triệu,4,Chiến Thắng
"🏠 Bán nhà 4 tầng 32m2 Nguyễn Khuyến, Hà Đông, mặt tiền 4.2m, giá 3.8","Quận Hà Đông, Hà Nội",32 m2,3 PN,4 WC,3 tỷ 800 triệu,4,Nguyễn Khuyến
"Bán nhà 4 tầng lô góc Ao Sen, Hà Đông, Kinh Doanh, Ô tô, Lô góc...","Quận Hà Đông, Hà Nội",30 m2,4 PN,3 WC,6 tỷ 600 triệu,4,Ao Sen
"Bán nhà Bà Triệu Nguyễn Trãi Hà Đông,35m2 Dân xây, 2 thoáng, 10m ô tô,","Quận Hà Đông, Hà Nội",35 m2,4 PN,4 WC,4 tỷ 650 triệu,2,Bà Triệu
"Bán nhà 4 tầng lô góc, Ô tô, Tầng 2: 32/40m2 Bế Văn Đàn Hà Đông giá 5.","Quận Hà Đông, Hà Nội",32 m2,4 PN,3 WC,5 tỷ 750 triệu,4,Bế Văn Đàn
"Bán nhà VIEW SÔNG Tỉnh Đội Xa La, 5 tầng x 40m² mặt tiền 5m, vỉa hè, ô","Quận Hà Đông, Hà Nội",40 m2,8 PN,8 WC,8 tỷ 200 triệu,5,Xa La
🏠 Bán nhà phố Đại An Văn Quán - Mặt phố ô tô tránh - Kinh doanh,"Quận Hà Đông, Hà Nội",70 m2,4 PN,3 WC,13 tỷ,,Đại An
"Bán nhà Tô Hiệu Nguyễn Trãi 50m2, 3 Thoáng vĩnh viễn, ô tô đỗ cửa, 6.9","Quận Hà Đông, Hà Nội",50 m2,4 PN,4 WC,6 tỷ 900 triệu,3,Nguyễn Trãi
"Bán nhà Lê Quý Đôn, Nguyễn Trãi,48,5m2, 4 tầng,Ngõ Thông Thoáng, ô tô","Quận Hà Đông, Hà Nội",35 m2,4 PN,4 WC,4 tỷ 700 triệu,4,Lê Quý Đôn
"Bán nhà Hoàng Hoa Thám, Hà Dông, 30m2 x4 tầng, Cách 9m ra đường lớn. 3","Quận Hà Đông, Hà Nội",30 m2,2 PN,3 WC,3 tỷ 400 triệu,4,Hoàng Hoa Thám
"Bán nhà Bà Triều Hà Đông 35m2 x 5 Tầng, Dân xây cẩn thận, 10m ra đường","Quận Hà Đông, Hà Nội",35 m2,4 PN,4 WC,4 tỷ 250 triệu,5,
"Bán nhà Bà Triệu, Nguyễn Trãi, Hà Đông, 49,6m2, 4 tầng, ô tô 10m, 4.65","Quận Hà Đông, Hà Nội",50 m2,4 PN,4 WC,4 tỷ 650 triệu,4,Bà Triệu
"Bán nhà Nguyễn Văn Lộc Hà Đông, 38m2 x 5 tầng x 5.95 tỷ, Nhà dân xây","Quận Hà Đông, Hà Nội",38 m2,3 PN,4 WC,5 tỷ 950 triệu,5,Nguyễn Văn Lộc
"Bán nhà Lê Lợi, Lê Hồng Phong 4 tầng, 3 ngủ, Ô tô 10 bước. 6.x tỷ.","Quận Hà Đông, Hà Nội",32 m2,4 PN,4 WC,6 tỷ,4,Lê Hồng Phong
Bán nhà 3 tầng 30m2 Mặt tiền 4.4m giá đẹp 2.9 tỷ Quang Trung,"Quận Hà Đông, Hà Nội",30 m2,3 PN,2 WC,2 tỷ 900 triệu,3,Quang Trung
"Bán nhà Vũ Trọng Khánh lô góc mặt tiền 12m, 7 tầng 10 ngủ, kinh doanh","Quận Hà Đông, Hà Nội",47 m2,10 PN,10 WC,11 tỷ 300 triệu,7,
"Bán nhà Bạch Thái Bưởi 48m2 x 5 tầng x 7.8 tỷ,ô tô, kinh doanh.","Quận Hà Đông, Hà Nội",48 m2,5 PN,5 WC,7 tỷ 800 triệu,5,Bạch Thái Bưởi
"Bán nhà ngã 3 Chiến Thắng 19/5 Ô tô, vỉa hè, cạnh Học Viên An Ninh","Quận Hà Đông, Hà Nội",42 m2,4 PN,3 WC,9 tỷ,,Chiến Thắng
"Bán nhà Mậu Lương 57m2 x 4 Tầng x 5.05 tỷ, Mặt tiền 5m 5 phòng ngủ","Quận Hà Đông, Hà Nội",57 m2,5 PN,4 WC,5 tỷ 50 triệu,4,Mậu Lương
"Bán nhà Nguyễn Văn Trỗi Mỗ Lao, 39m2, Mặt tiền hiếm 5.2m. Ô tô, vỉa hè","Quận Hà Đông, Hà Nội",39 m2,4 PN,2 WC,9 tỷ 500 triệu,,Mỗ Lao
Bán nhà 4 tầng 44m2 giá 5.5 tỷ - 30m ra phố trung tâm Hà Trì.,"Quận Hà Đông, Hà Nội",44 m2,3 PN,3 WC,5 tỷ 500 triệu,4,Hà Trì
"🏠 Bán nhà 4 tầng Trường Học Viện An Ninh, diện tích 45m2, giá 7.x tỷ","Quận Hà Đông, Hà Nội",45 m2,4 PN,3 WC,7 tỷ 200 triệu,4,
"Bán CCMN Chiến Thắng Văn Quán, Cạnh Tổng Cục 5, Lô góc, 6 tầng x 50m2,","Quận Hà Đông, Hà Nội",50 m2,10 PN,10 WC,6 tỷ 900 triệu,6,Chiến Thắng
"🏡 Bán nhà 5 tầng Yên Phúc 43m2 giá 7.95 tỷ - Lô góc, ô tô tránh.","Quận Hà Đông, Hà Nội",43 m2,7 PN,5 WC,7 tỷ 950 triệu,5,Yên Phúc
"Bán nhà 52mx5 tầng, ngõ 200 Thanh Bình Mỗ Lao,Sang trọng, ô tô, 8.5 tỷ","Quận Hà Đông, Hà Nội",52 m2,7 PN,5 WC,8 tỷ 500 triệu,5,Mỗ Lao
"🏠 Bán nhà 3 tầng Trần Phú Hà Đông 49m2 giá 7.5 tỷ, Ô tô lùi cửa.","Quận Hà Đông, Hà Nội",49 m2,2 PN,2 WC,7 tỷ 500 triệu,3,Trần Phú
"Bán nhà Nguyễn Văn Trỗi, 56m x 5 tầng, Yên tĩnh, giá 5.5 tỷ.","Quận Hà Đông, Hà Nội",56 m2,4 PN,4 WC,5 tỷ 500 triệu,5,Nguyễn Văn Trỗi
"Bán LK KĐG Ngõ kẻng Kiến Hưng, 50m2, 4 tầng, đường ô tô, vỉa hè","Quận Hà Đông, Hà Nội",50 m2,4 PN,3 WC,8 tỷ 950 triệu,4,Kiến Hưng
Bán nhà Lê Trọng Tấn Hà Đông 35m2 5 tầng 5.7 tỷ ô tô lùi ngõ.,"Quận Hà Đông, Hà Nội",35 m2,5 PN,4 WC,5 tỷ 700 triệu,5,Lê Trọng Tấn
"🏠 Bán nhà cấp 4 có gác xép 31m2 Chiến Thắng, Văn Quán, Hà Đông 3.6 tỷ","Quận Hà Đông, Hà Nội",31 m2,2 PN,1 WC,3 tỷ 600 triệu,6,Chiến Thắng
"🏠 Bán nhà 5 tầng Văn Phú, Hà Đông 45m2 5.4 tỷ - Nhà mới - cạnh KĐT","Quận Hà Đông, Hà Nội",45 m2,5 PN,4 WC,5 tỷ 400 triệu,5,Văn Phú
"Bán nhà mặt Phố Lụa 151m2, mặt tiền 9m, Đất kinh doanh giá nhỉnh 26 tỷ","Quận Hà Đông, Hà Nội",151 m2,2 PN,2 WC,26 tỷ 500 triệu,26,Đất
Bán nhà 2 tầng 31m2 Mặt tiền 4.4m Lê Trọng Tấn Ô tô vào nhà giá 4.4tỷ.,"Quận Hà Đông, Hà Nội",31 m2,1 PN,2 WC,4 tỷ 400 triệu,2,Lê Trọng Tấn
"Bán nhà Ngô Quyền, Hà Đông, 32m2 5 tầng, Ô tô đỗ cửa nhà, 4.95 tỷ.","Quận Hà Đông, Hà Nội",32 m2,4 PN,4 WC,4 tỷ 950 triệu,5,Ngô Quyền
Bán nhà Lô góc thoáng sáng Yên Phúc 43mx4 tầng mặt tiền 3.9m 6.2 tỷ,"Quận Hà Đông, Hà Nội",43 m2,4 PN,3 WC,6 tỷ 200 triệu,4,Yên Phúc
"Bán nhà Mỗ Lao, Hà Đông, Lô góc 50m2, MT 4m, Ngõ thoáng sáng, Ô tô các","Quận Hà Đông, Hà Nội",50 m2,4 PN,4 WC,6 tỷ 350 triệu,,Mỗ Lao
"Bán nhà Bế Văn Đàn, Quang Trung: 45m2, Tặng nội thất, 7 chỗ đỗ 6.25 tỷ","Quận Hà Đông, Hà Nội",44 m2,5 PN,4 WC,6 tỷ 250 triệu,25,Bế Văn Đàn
"Bán nhà Trần Phú Hà Đông, 5 tầng, Ngõ thông thoáng, gần sở tu pháp, 4.","Quận Hà Đông, Hà Nội",35 m2,7 PN,4 WC,4 tỷ 650 triệu,5,Trần Phú
"Bán nhà Nhuệ Giang, Vườn Hoa Hà Đông: 40m2, 5 tầng, Vỉa Hè, View Sông,","Quận Hà Đông, Hà Nội",40 m2,4 PN,4 WC,10 tỷ 900 triệu,5,Nhuệ Giang
"Bán nhà Văn Yên gần Trung Tâm Văn Hóa Hà Nội 38m2 x5tầng Ô tô, Kinh do","Quận Hà Đông, Hà Nội",38 m2,5 PN,4 WC,6 tỷ 800 triệu,5,Văn Yên
"Bán nhà Phùng Hưng Phúc La phân lô, ô tô cách 25m, ngõ thoáng sáng, 80","Quận Hà Đông, Hà Nội",80 m2,4 PN,4 WC,9 tỷ,,Phùng Hưng
"Bán nhà Phố Lụa, Vạn Phúc: 40m2, 3 tầng, Chủ bán đất tặng nhà, 4.2 tỷ.","Quận Hà Đông, Hà Nội",40 m2,2 PN,2 WC,4 tỷ 200 triệu,3,Vạn Phúc
"Bán nhà Ngô Quyên, Hà Đông, 38m2, 5 tầng, Phân Lô học viện chính trị","Quận Hà Đông, Hà Nội",38 m2,4 PN,4 WC,6 tỷ 150 triệu,5,
Bán nhà lê trọng tân hà đôn-hà nội dt 40 x 5 tầng giá 6.9 tỷ,"Quận Hà Đông, Hà Nội",40 m2,4 PN,4 WC,6 tỷ 900 triệu,5,
"Siêu phẩm Trần Phú, phú quý ngập tràn.","Quận Hà Đông, Hà Nội",48 m2,5 PN,4 WC,5 tỷ 200 triệu,,Trần Phú
Chính chủ cần nhà ngỗ quyền - la khê - hà đông 32m2 x 5tầng - 5.35 tỷ,"Quận Hà Đông, Hà Nội",32 m2,3 PN,3 WC,5 tỷ 350 triệu,5,
"Bán nhà Mỗ Lao, Nhà Phân Lô Văn Minh Hiện Đại , 40m² ,14 tỷ","Quận Hà Đông, Hà Nội",40 m2,8 PN,4 WC,14 tỷ,14,Mỗ Lao
Bán nhà ngã 4 vạn phúc- ô tô vào nhà- hà đông 5 tầng- dt,"Quận Hà Đông, Hà Nội",48 m2,5 PN,4 WC,8 tỷ 900 triệu,5,Vạn Phúc
Bán nhà lô góc mặt phố lê quý đôn cạnh phố tô hiệu- lê hồng phong-,"Quận Hà Đông, Hà Nội",41 m2,5 PN,4 WC,7 tỷ 500 triệu,,Lê Hồng Phong
Cần bán gấp nhà 5 tầng ô tô tránh trước nhà- mặt phố trần đăng ninh-,"Quận Hà Đông, Hà Nội",41 m2,5 PN,4 WC,10 tỷ,5,Trần Đăng Ninh
Bán nhà LK KĐG Mậu Lương Hà Đông Vỉa hè Ô tô Kinh doanh 60m 5T MT 5m.,"Quận Hà Đông, Hà Nội",60 m2,6 PN,4 WC,11 tỷ 500 triệu,5,Mậu Lương
"Bán nhà LK - KĐT Mậu Lương, Hà Đông, KD VP, ô tô tránh, 50m, 4T, MT 5m","Quận Hà Đông, Hà Nội",50 m2,4 PN,3 WC,9 tỷ 300 triệu,4,Mậu Lương
"Bán gấp nhà 5tầng Hòa Bình Yên Nghĩa Hà Đông, chủ giảm 50trcòn 2.35 tỷ","Quận Hà Đông, Hà Nội",30 m2,3 PN,4 WC,2 tỷ 350 triệu,5,Yên Nghĩa
"Bán gấp căn Liền kề KĐT Văn Khê, La Khê, Hà Đông, 50m, 7T thang máy.","Quận Hà Đông, Hà Nội",50 m2,5 PN,6 WC,12 tỷ,7,Văn Khê
30m2*5T- MT4.8m- 4.5 tỷ - Mậu Lương Hà Đông nhà mới Oto cách 30m gần ố,"Quận Hà Đông, Hà Nội",30 m2,3 PN,4 WC,4 tỷ 500 triệu,5,Mậu Lương
"Biệt thự KĐT văn quán, trục chính nguyễn khuyến, 200m2, 3 tầng, mt 10m","Quận Hà Đông, Hà Nội",199 m2,5 PN,6 WC,66 tỷ,3,Văn Quán
Lô Góc Biệt Thư KDT Văn Quán 101M 5T MT 18M Rẻ Doanh Thu 70TR/ tháng,"Quận Hà Đông, Hà Nội",101 m2,6 PN,6 WC,36 tỷ 900 triệu,5,Văn Quán
"Mặt phố, lô góc ,kinh doanh quá đẹp tại Kiến Hưng giá 9.8 tỷ","Quận Hà Đông, Hà Nội",49 m2,4 PN,4 WC,9 tỷ 800 triệu,8,
Bán nhà Khu DV Vạn Phúc Siêu đẹp,"Quận Hà Đông, Hà Nội",40 m2,4 PN,2 WC,11 tỷ 800 triệu,,Vạn Phúc
Bán Khu đất dịch vụ Mỗ Lao Hà đông,"Quận Hà Đông, Hà Nội",50 m2,2 PN,1 WC,10 tỷ 500 triệu,,Đất
"mặt phố Đa Sỹ,Kiến Hưng,Hà Đông KINH DOANH TỐT 2 MẶT THOÁNG","Quận Hà Đông, Hà Nội",50 m2,4 PN,4 WC,9 tỷ 800 triệu,,
"Hàng Hiếm Hà Trì Hà Đông, thang máy, ôtô đỗ cổng,80m giá 10.5","Quận Hà Đông, Hà Nội",80 m2,12 PN,12 WC,10 tỷ 500 triệu,,
"Chủ nhà cần tiền gấp,đại hạ giá, chưa tới 100 triệu/m2 vuông  phố","Quận Hà Đông, Hà Nội",63 m2,2 PN,2 WC,6 tỷ 200 triệu,100,
BÁN NHÀ -DƯƠNG NỘI -Phân lô -ÔTô tránh đỗ của -MT 5M-5 Tầng  -10.5 Tỷ,"Quận Hà Đông, Hà Nội",50 m2,4 PN,5 WC,10 tỷ 500 triệu,5,Dương Nội
"Chủ Nhà Cần Tiền Gấp, Đại Hạ Giá Để Bán Nhanh Căn Nhà Phan Đình Giót","Quận Hà Đông, Hà Nội",63 m2,2 PN,2 WC,6 tỷ 150 triệu,,Phan Đình Giót
Hạ chào 1.5 tỷ bán nhà mặt phố Bà Triệu 127m2 C4 mt 8m 26 tỷ Hà Đông,"Quận Hà Đông, Hà Nội",127 m2,1 PN,1 WC,26 tỷ 500 triệu,5,Bà Triệu
NHÀ PHÂN LÔ-NGÔ QUYỀN -Ngõ ô tô tránh -ô tô vào nhà-DT50-GIÁ 8.8 TỶ,"Quận Hà Đông, Hà Nội",50 m2,4 PN,5 WC,8 tỷ 800 triệu,8,Ngô Quyền
BÁN NHÀ LÊ HỒNG PHONG -Lô góc -3 Thoáng -Ô Tô đỗ cửa-DT 50-GIÁ 8.3 TỶ,"Quận Hà Đông, Hà Nội",50 m2,3 PN,4 WC,8 tỷ 300 triệu,3,Lê Hồng Phong
Bán nhà mặt phố Quang Trung Hà Đông 103m2 mt 6m chỉ 31 tỷ kinh doanh,"Quận Hà Đông, Hà Nội",103 m2,5 PN,6 WC,31 tỷ 500 triệu,31,Quang Trung
Giảm chào 500tr Bán gấp nhà Trần Phú Hà Đông 85m2 mt 5m chỉ 14 tỷ,"Quận Hà Đông, Hà Nội",85 m2,1 PN,1 WC,14 tỷ 700 triệu,500,Trần Phú
Hạ chào 200tr Bán gấp nhà mặt tiền 7m Quang Trung 52m2 4 tầng chỉ 11tỷ,"Quận Hà Đông, Hà Nội",52 m2,4 PN,4 WC,11 tỷ,200,Quang Trung
Bán gấp nhà liền kề Mậu Lương 50m2 x 5 tầng MT 5m thang máy chỉ 8 tỷ,"Quận Hà Đông, Hà Nội",50 m2,4 PN,4 WC,8 tỷ,5,Mậu Lương
"Nhà trung tâm hà đông nằm trong khu dân trí cao vài bước ra phố, chợ,","Quận Hà Đông, Hà Nội",35 m2,4 PN,3 WC,7 tỷ 600 triệu,,Chợ
"Bán căn LK Lacasta văn  phú, Hà Đông.","Quận Hà Đông, Hà Nội",102 m2,6 PN,5 WC,32 tỷ,,
"Nhà đẹp phố vạn phúc chủ đã giảm 100tr chờ khách hàng thiện trí mua,","Quận Hà Đông, Hà Nội",40 m2,3 PN,2 WC,7 tỷ 450 triệu,100,Vạn Phúc
